Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-11 11:00:00,Australia,South Australia,AU-SA,367.09,439.38,29.34,29.34,opennem.org.au,false,
2023-01-11 12:00:00,Australia,South Australia,AU-SA,386.1,455.3,29.47,29.47,opennem.org.au,false,
2023-01-11 13:00:00,Australia,South Australia,AU-SA,380.46,448.23,30.91,30.91,opennem.org.au,false,
2023-01-11 14:00:00,Australia,South Australia,AU-SA,410.15,477.43,28.34,28.34,opennem.org.au,false,
2023-01-11 15:00:00,Australia,South Australia,AU-SA,437.87,505.62,25.46,25.46,opennem.org.au,false,
2023-01-11 16:00:00,Australia,South Australia,AU-SA,449.86,518.88,23.54,23.54,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-11 17:00:00,Australia,South Australia,AU-SA,452.94,523.64,22.25,22.25,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-11 18:00:00,Australia,South Australia,AU-SA,449.35,521.05,22.07,22.07,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-11 19:00:00,Australia,South Australia,AU-SA,432.89,505.36,23.25,23.25,Electricity Maps Estimation; opennem.org.au,false,
2023-01-11 20:00:00,Australia,South Australia,AU-SA,370.03,438.3,32.87,32.87,opennem.org.au,false,
2023-01-11 21:00:00,Australia,South Australia,AU-SA,254.81,318.84,50.97,50.97,opennem.org.au,false,
2023-01-11 22:00:00,Australia,South Australia,AU-SA,114.16,167.42,74.71,74.71,opennem.org.au,false,
2023-01-11 23:00:00,Australia,South Australia,AU-SA,60.95,112.53,84.08,84.08,opennem.org.au,false,
2023-01-12 00:00:00,Australia,South Australia,AU-SA,52.13,103.87,86.83,86.83,opennem.org.au,false,
2023-01-12 01:00:00,Australia,South Australia,AU-SA,54.32,105.43,87.6,87.6,opennem.org.au,false,
2023-01-12 02:00:00,Australia,South Australia,AU-SA,44.87,94.74,89.09,89.09,opennem.org.au,false,
2023-01-12 03:00:00,Australia,South Australia,AU-SA,53.14,103.64,87.57,87.57,opennem.org.au,false,
2023-01-12 04:00:00,Australia,South Australia,AU-SA,60.44,113.62,83.9,83.9,opennem.org.au,false,
2023-01-12 05:00:00,Australia,South Australia,AU-SA,65.02,116.07,83.75,83.75,opennem.org.au,false,
2023-01-12 06:00:00,Australia,South Australia,AU-SA,89.75,141.49,79.02,79.02,opennem.org.au,false,
2023-01-12 07:00:00,Australia,South Australia,AU-SA,126.61,179.63,72.06,72.06,opennem.org.au,false,
2023-01-12 08:00:00,Australia,South Australia,AU-SA,157.02,209.05,66.53,66.53,opennem.org.au,false,
2023-01-12 09:00:00,Australia,South Australia,AU-SA,151.71,199.75,65.47,65.47,opennem.org.au,false,
2023-01-12 10:00:00,Australia,South Australia,AU-SA,127.36,172.99,67.54,67.54,opennem.org.au,false,
2023-01-12 11:00:00,Australia,South Australia,AU-SA,107.25,148.19,72.03,72.03,opennem.org.au,false,
2023-01-12 12:00:00,Australia,South Australia,AU-SA,98.46,137.72,73.85,73.85,opennem.org.au,false,
2023-01-12 13:00:00,Australia,South Australia,AU-SA,108.41,148.23,72.58,72.58,opennem.org.au,false,
2023-01-12 14:00:00,Australia,South Australia,AU-SA,169.54,212.97,64.75,64.75,opennem.org.au,false,
2023-01-12 15:00:00,Australia,South Australia,AU-SA,178.43,223.08,63.19,63.19,opennem.org.au,false,
2023-01-12 16:00:00,Australia,South Australia,AU-SA,164.58,209.01,64.59,64.59,opennem.org.au,false,
2023-01-12 17:00:00,Australia,South Australia,AU-SA,151.56,196.01,65.79,65.79,opennem.org.au,false,
2023-01-12 18:00:00,Australia,South Australia,AU-SA,146.17,190.58,66.34,66.34,opennem.org.au,false,
2023-01-12 19:00:00,Australia,South Australia,AU-SA,144.1,188.41,66.58,66.58,opennem.org.au,false,
2023-01-12 20:00:00,Australia,South Australia,AU-SA,130.15,173.33,69.19,69.19,opennem.org.au,false,
2023-01-12 21:00:00,Australia,South Australia,AU-SA,86.86,130.27,76.53,76.53,opennem.org.au,false,
2023-01-12 22:00:00,Australia,South Australia,AU-SA,73.46,120.44,80.15,80.15,opennem.org.au,false,
2023-01-12 23:00:00,Australia,South Australia,AU-SA,67.87,118.53,81.66,81.66,opennem.org.au,false,
2023-01-13 00:00:00,Australia,South Australia,AU-SA,67.54,121.0,82.04,82.04,opennem.org.au,false,
2023-01-13 01:00:00,Australia,South Australia,AU-SA,88.77,144.36,80.07,80.07,opennem.org.au,false,
2023-01-13 02:00:00,Australia,South Australia,AU-SA,109.98,167.86,76.61,76.61,opennem.org.au,false,
2023-01-13 03:00:00,Australia,South Australia,AU-SA,120.94,181.68,73.06,73.06,opennem.org.au,false,
2023-01-13 04:00:00,Australia,South Australia,AU-SA,124.89,185.11,72.46,72.46,opennem.org.au,false,
2023-01-13 05:00:00,Australia,South Australia,AU-SA,146.21,208.64,67.94,67.94,opennem.org.au,false,
2023-01-13 06:00:00,Australia,South Australia,AU-SA,169.86,235.86,61.96,61.96,opennem.org.au,false,
2023-01-13 07:00:00,Australia,South Australia,AU-SA,210.31,280.13,53.72,53.72,opennem.org.au,false,
2023-01-13 08:00:00,Australia,South Australia,AU-SA,263.45,337.43,43.53,43.53,opennem.org.au,false,
2023-01-13 09:00:00,Australia,South Australia,AU-SA,288.72,361.51,38.46,38.46,opennem.org.au,false,
2023-01-13 10:00:00,Australia,South Australia,AU-SA,235.22,294.79,49.15,49.15,opennem.org.au,false,
2023-01-13 11:00:00,Australia,South Australia,AU-SA,203.99,254.09,57.56,57.56,opennem.org.au,false,
2023-01-13 12:00:00,Australia,South Australia,AU-SA,130.14,171.14,69.87,69.87,opennem.org.au,false,
2023-01-13 13:00:00,Australia,South Australia,AU-SA,103.59,143.15,73.19,73.19,opennem.org.au,false,
2023-01-13 14:00:00,Australia,South Australia,AU-SA,94.63,132.53,75.11,75.11,opennem.org.au,false,
2023-01-13 15:00:00,Australia,South Australia,AU-SA,85.85,121.25,77.49,77.49,opennem.org.au,false,
2023-01-13 16:00:00,Australia,South Australia,AU-SA,80.84,115.11,78.58,78.58,opennem.org.au,false,
2023-01-13 17:00:00,Australia,South Australia,AU-SA,78.52,112.49,78.9,78.9,opennem.org.au,false,
2023-01-13 18:00:00,Australia,South Australia,AU-SA,74.57,107.5,79.87,79.87,opennem.org.au,false,
2023-01-13 19:00:00,Australia,South Australia,AU-SA,77.69,111.58,79.0,79.0,opennem.org.au,false,
2023-01-13 20:00:00,Australia,South Australia,AU-SA,56.69,85.27,84.68,84.68,opennem.org.au,false,
2023-01-13 21:00:00,Australia,South Australia,AU-SA,44.5,74.77,87.97,87.97,opennem.org.au,false,
2023-01-13 22:00:00,Australia,South Australia,AU-SA,37.87,72.41,90.08,90.08,opennem.org.au,false,
2023-01-13 23:00:00,Australia,South Australia,AU-SA,41.97,79.83,90.52,90.52,opennem.org.au,false,
2023-01-14 00:00:00,Australia,South Australia,AU-SA,23.91,60.98,93.62,93.62,opennem.org.au,false,
2023-01-14 01:00:00,Australia,South Australia,AU-SA,44.4,80.24,91.13,91.13,opennem.org.au,false,
2023-01-14 02:00:00,Australia,South Australia,AU-SA,65.92,101.26,87.34,87.34,opennem.org.au,false,
2023-01-14 03:00:00,Australia,South Australia,AU-SA,37.89,73.71,91.06,91.06,opennem.org.au,false,
2023-01-14 04:00:00,Australia,South Australia,AU-SA,29.69,66.36,92.35,92.35,opennem.org.au,false,
2023-01-14 05:00:00,Australia,South Australia,AU-SA,40.28,77.69,89.42,89.42,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-14 06:00:00,Australia,South Australia,AU-SA,52.62,90.86,86.19,86.19,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-14 07:00:00,Australia,South Australia,AU-SA,65.55,104.65,82.81,82.81,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-14 08:00:00,Australia,South Australia,AU-SA,79.14,119.15,79.26,79.26,opennem.org.au,false,
2023-01-14 09:00:00,Australia,South Australia,AU-SA,84.92,121.87,78.27,78.27,opennem.org.au,false,
2023-01-14 10:00:00,Australia,South Australia,AU-SA,90.47,127.6,76.02,76.02,opennem.org.au,false,
2023-01-14 11:00:00,Australia,South Australia,AU-SA,88.17,125.14,76.17,76.17,opennem.org.au,false,
2023-01-14 12:00:00,Australia,South Australia,AU-SA,83.38,118.94,77.46,77.46,opennem.org.au,false,
2023-01-14 13:00:00,Australia,South Australia,AU-SA,64.01,93.87,82.7,82.7,opennem.org.au,false,
2023-01-14 14:00:00,Australia,South Australia,AU-SA,73.42,96.08,86.3,86.3,opennem.org.au,false,
2023-01-14 15:00:00,Australia,South Australia,AU-SA,72.58,92.94,87.74,87.74,opennem.org.au,false,
2023-01-14 16:00:00,Australia,South Australia,AU-SA,40.09,58.93,91.58,91.58,opennem.org.au,false,
2023-01-14 17:00:00,Australia,South Australia,AU-SA,46.28,65.65,90.66,90.66,opennem.org.au,false,
2023-01-14 18:00:00,Australia,South Australia,AU-SA,60.92,81.39,88.64,88.64,opennem.org.au,false,
2023-01-14 19:00:00,Australia,South Australia,AU-SA,48.3,67.77,90.42,90.42,opennem.org.au,false,
2023-01-14 20:00:00,Australia,South Australia,AU-SA,20.6,38.83,94.43,94.43,opennem.org.au,false,
2023-01-14 21:00:00,Australia,South Australia,AU-SA,19.52,43.45,94.72,94.72,opennem.org.au,false,
2023-01-14 22:00:00,Australia,South Australia,AU-SA,18.13,47.09,95.1,95.1,opennem.org.au,false,
2023-01-14 23:00:00,Australia,South Australia,AU-SA,16.93,50.8,95.42,95.42,opennem.org.au,false,
2023-01-15 00:00:00,Australia,South Australia,AU-SA,15.78,53.07,95.74,95.74,opennem.org.au,false,
2023-01-15 01:00:00,Australia,South Australia,AU-SA,15.79,54.34,95.76,95.76,opennem.org.au,false,
2023-01-15 02:00:00,Australia,South Australia,AU-SA,15.94,56.86,95.8,95.8,opennem.org.au,false,
2023-01-15 03:00:00,Australia,South Australia,AU-SA,16.04,57.66,95.67,95.67,opennem.org.au,false,
2023-01-15 04:00:00,Australia,South Australia,AU-SA,14.94,53.52,95.96,95.96,opennem.org.au,false,
2023-01-15 05:00:00,Australia,South Australia,AU-SA,14.2,48.66,96.16,96.16,opennem.org.au,false,
2023-01-15 06:00:00,Australia,South Australia,AU-SA,14.55,45.16,96.07,96.07,opennem.org.au,false,
2023-01-15 07:00:00,Australia,South Australia,AU-SA,16.03,42.59,95.67,95.67,opennem.org.au,false,
2023-01-15 08:00:00,Australia,South Australia,AU-SA,17.89,42.34,95.21,95.21,opennem.org.au,false,
2023-01-15 09:00:00,Australia,South Australia,AU-SA,41.09,62.43,92.2,92.2,opennem.org.au,false,
2023-01-15 10:00:00,Australia,South Australia,AU-SA,66.01,86.02,88.68,88.68,opennem.org.au,false,
2023-01-15 11:00:00,Australia,South Australia,AU-SA,129.08,153.16,80.16,80.16,opennem.org.au,false,
2023-01-15 12:00:00,Australia,South Australia,AU-SA,145.55,170.93,77.84,77.84,opennem.org.au,false,
2023-01-15 13:00:00,Australia,South Australia,AU-SA,147.19,172.65,77.64,77.64,opennem.org.au,false,
2023-01-15 14:00:00,Australia,South Australia,AU-SA,165.89,192.49,75.22,75.22,opennem.org.au,false,
2023-01-15 15:00:00,Australia,South Australia,AU-SA,87.84,109.64,85.39,85.39,opennem.org.au,false,
2023-01-15 16:00:00,Australia,South Australia,AU-SA,63.74,84.42,88.26,88.26,opennem.org.au,false,
2023-01-15 17:00:00,Australia,South Australia,AU-SA,122.09,146.92,80.36,80.36,opennem.org.au,false,
2023-01-15 18:00:00,Australia,South Australia,AU-SA,89.8,120.57,79.77,79.77,opennem.org.au,false,
2023-01-15 19:00:00,Australia,South Australia,AU-SA,87.1,122.95,77.09,77.09,opennem.org.au,false,
2023-01-15 20:00:00,Australia,South Australia,AU-SA,101.61,139.27,74.94,74.94,opennem.org.au,false,
2023-01-15 21:00:00,Australia,South Australia,AU-SA,102.9,143.29,75.32,75.32,opennem.org.au,false,
2023-01-15 22:00:00,Australia,South Australia,AU-SA,75.27,117.24,81.13,81.13,opennem.org.au,false,
2023-01-15 23:00:00,Australia,South Australia,AU-SA,64.41,112.17,84.06,84.06,opennem.org.au,false,
2023-01-16 00:00:00,Australia,South Australia,AU-SA,47.4,97.35,87.36,87.36,opennem.org.au,false,
2023-01-16 01:00:00,Australia,South Australia,AU-SA,57.8,109.76,85.93,85.93,opennem.org.au,false,
2023-01-16 02:00:00,Australia,South Australia,AU-SA,67.0,121.05,84.66,84.66,opennem.org.au,false,
2023-01-16 03:00:00,Australia,South Australia,AU-SA,69.27,126.26,81.99,81.99,opennem.org.au,false,
2023-01-16 04:00:00,Australia,South Australia,AU-SA,88.93,149.86,76.41,76.41,opennem.org.au,false,
2023-01-16 05:00:00,Australia,South Australia,AU-SA,114.68,177.2,71.98,71.98,opennem.org.au,false,
2023-01-16 06:00:00,Australia,South Australia,AU-SA,163.67,230.45,62.98,62.98,opennem.org.au,false,
2023-01-16 07:00:00,Australia,South Australia,AU-SA,207.99,278.29,54.27,54.27,opennem.org.au,false,
2023-01-16 08:00:00,Australia,South Australia,AU-SA,249.61,322.19,45.55,45.55,opennem.org.au,false,
2023-01-16 09:00:00,Australia,South Australia,AU-SA,296.73,371.58,36.38,36.38,opennem.org.au,false,
2023-01-16 10:00:00,Australia,South Australia,AU-SA,279.32,350.16,38.54,38.54,opennem.org.au,false,
2023-01-16 11:00:00,Australia,South Australia,AU-SA,238.54,301.3,46.97,46.97,opennem.org.au,false,
2023-01-16 12:00:00,Australia,South Australia,AU-SA,145.55,197.1,62.14,62.14,opennem.org.au,false,
2023-01-16 13:00:00,Australia,South Australia,AU-SA,120.69,167.19,67.43,67.43,opennem.org.au,false,
2023-01-16 14:00:00,Australia,South Australia,AU-SA,114.99,159.71,69.04,69.04,opennem.org.au,false,
2023-01-16 15:00:00,Australia,South Australia,AU-SA,99.94,140.33,73.03,73.03,opennem.org.au,false,
2023-01-16 16:00:00,Australia,South Australia,AU-SA,88.7,125.8,76.06,76.06,opennem.org.au,false,
2023-01-16 17:00:00,Australia,South Australia,AU-SA,79.3,113.66,78.57,78.57,opennem.org.au,false,
2023-01-16 18:00:00,Australia,South Australia,AU-SA,74.91,107.98,79.75,79.75,opennem.org.au,false,
2023-01-16 19:00:00,Australia,South Australia,AU-SA,84.92,120.94,77.05,77.05,opennem.org.au,false,
2023-01-16 20:00:00,Australia,South Australia,AU-SA,82.99,118.87,77.57,77.57,opennem.org.au,false,
2023-01-16 21:00:00,Australia,South Australia,AU-SA,79.39,118.32,78.54,78.54,opennem.org.au,false,
2023-01-16 22:00:00,Australia,South Australia,AU-SA,58.51,97.46,84.24,84.24,opennem.org.au,false,
2023-01-16 23:00:00,Australia,South Australia,AU-SA,51.95,90.69,86.71,86.71,opennem.org.au,false,
2023-01-17 00:00:00,Australia,South Australia,AU-SA,43.28,82.18,88.62,88.62,opennem.org.au,false,
2023-01-17 01:00:00,Australia,South Australia,AU-SA,41.5,78.83,88.85,88.85,opennem.org.au,false,
2023-01-17 02:00:00,Australia,South Australia,AU-SA,42.02,79.39,88.73,88.73,opennem.org.au,false,
2023-01-17 03:00:00,Australia,South Australia,AU-SA,54.11,91.59,85.39,85.39,opennem.org.au,false,
2023-01-17 04:00:00,Australia,South Australia,AU-SA,68.27,107.87,81.62,81.62,opennem.org.au,false,
2023-01-17 05:00:00,Australia,South Australia,AU-SA,77.6,119.73,79.03,79.03,opennem.org.au,false,
2023-01-17 06:00:00,Australia,South Australia,AU-SA,77.19,120.77,79.14,79.14,opennem.org.au,false,
2023-01-17 07:00:00,Australia,South Australia,AU-SA,109.28,158.18,71.38,71.38,opennem.org.au,false,
2023-01-17 08:00:00,Australia,South Australia,AU-SA,164.73,220.44,60.36,60.36,opennem.org.au,false,
2023-01-17 09:00:00,Australia,South Australia,AU-SA,207.54,265.25,53.85,53.85,opennem.org.au,false,
2023-01-17 10:00:00,Australia,South Australia,AU-SA,263.13,326.86,44.84,44.84,opennem.org.au,false,
2023-01-17 11:00:00,Australia,South Australia,AU-SA,255.12,318.06,45.65,45.65,opennem.org.au,false,
2023-01-17 12:00:00,Australia,South Australia,AU-SA,322.86,390.03,36.89,36.89,opennem.org.au,false,
2023-01-17 13:00:00,Australia,South Australia,AU-SA,371.98,443.27,29.89,29.89,opennem.org.au,false,
2023-01-17 14:00:00,Australia,South Australia,AU-SA,346.81,414.18,34.5,34.5,opennem.org.au,false,
2023-01-17 15:00:00,Australia,South Australia,AU-SA,332.82,398.65,36.53,36.53,opennem.org.au,false,
2023-01-17 16:00:00,Australia,South Australia,AU-SA,337.05,401.81,36.76,36.76,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-17 17:00:00,Australia,South Australia,AU-SA,311.2,377.29,38.23,38.23,opennem.org.au,false,
2023-01-17 18:00:00,Australia,South Australia,AU-SA,286.34,353.52,39.82,39.82,opennem.org.au,false,
2023-01-17 19:00:00,Australia,South Australia,AU-SA,246.46,314.22,43.87,43.87,opennem.org.au,false,
2023-01-17 20:00:00,Australia,South Australia,AU-SA,232.77,295.8,48.13,48.13,opennem.org.au,false,
2023-01-17 21:00:00,Australia,South Australia,AU-SA,203.15,263.56,53.17,53.17,opennem.org.au,false,
2023-01-17 22:00:00,Australia,South Australia,AU-SA,194.88,250.1,58.49,58.49,opennem.org.au,false,
2023-01-17 23:00:00,Australia,South Australia,AU-SA,142.53,187.52,71.54,71.54,opennem.org.au,false,
2023-01-18 00:00:00,Australia,South Australia,AU-SA,58.25,95.56,85.86,85.86,opennem.org.au,false,
2023-01-18 01:00:00,Australia,South Australia,AU-SA,44.02,75.62,91.77,91.77,opennem.org.au,false,
2023-01-18 02:00:00,Australia,South Australia,AU-SA,17.54,48.59,95.31,95.31,opennem.org.au,false,
2023-01-18 03:00:00,Australia,South Australia,AU-SA,15.0,45.16,95.98,95.98,opennem.org.au,false,
2023-01-18 04:00:00,Australia,South Australia,AU-SA,15.91,46.03,95.79,95.79,opennem.org.au,false,
2023-01-18 05:00:00,Australia,South Australia,AU-SA,16.13,48.31,95.68,95.68,opennem.org.au,false,
2023-01-18 06:00:00,Australia,South Australia,AU-SA,15.71,46.23,95.84,95.84,opennem.org.au,false,
2023-01-18 07:00:00,Australia,South Australia,AU-SA,18.97,47.31,95.07,95.07,opennem.org.au,false,
2023-01-18 08:00:00,Australia,South Australia,AU-SA,32.04,59.96,92.54,92.54,opennem.org.au,false,
2023-01-18 09:00:00,Australia,South Australia,AU-SA,44.55,69.04,90.84,90.84,opennem.org.au,false,
2023-01-18 10:00:00,Australia,South Australia,AU-SA,41.32,61.8,91.84,91.84,opennem.org.au,false,
2023-01-18 11:00:00,Australia,South Australia,AU-SA,27.04,45.99,93.73,93.73,opennem.org.au,false,
2023-01-18 12:00:00,Australia,South Australia,AU-SA,24.1,42.84,93.93,93.93,opennem.org.au,false,
2023-01-18 13:00:00,Australia,South Australia,AU-SA,22.32,40.95,94.12,94.12,opennem.org.au,false,
2023-01-18 14:00:00,Australia,South Australia,AU-SA,23.45,42.74,93.81,93.81,opennem.org.au,false,
2023-01-18 15:00:00,Australia,South Australia,AU-SA,24.3,43.72,93.54,93.54,opennem.org.au,false,
2023-01-18 16:00:00,Australia,South Australia,AU-SA,23.62,42.62,93.71,93.71,opennem.org.au,false,
2023-01-18 17:00:00,Australia,South Australia,AU-SA,22.81,41.45,93.91,93.91,opennem.org.au,false,
2023-01-18 18:00:00,Australia,South Australia,AU-SA,22.23,40.68,94.07,94.07,opennem.org.au,false,
2023-01-18 19:00:00,Australia,South Australia,AU-SA,21.13,39.25,94.37,94.37,opennem.org.au,false,
2023-01-18 20:00:00,Australia,South Australia,AU-SA,23.29,43.05,93.8,93.8,opennem.org.au,false,
2023-01-18 21:00:00,Australia,South Australia,AU-SA,22.64,47.87,94.01,94.01,opennem.org.au,false,
2023-01-18 22:00:00,Australia,South Australia,AU-SA,19.93,50.33,94.7,94.7,opennem.org.au,false,
2023-01-18 23:00:00,Australia,South Australia,AU-SA,18.35,51.83,95.11,95.11,opennem.org.au,false,
2023-01-19 00:00:00,Australia,South Australia,AU-SA,17.81,56.06,95.3,95.3,opennem.org.au,false,
2023-01-19 01:00:00,Australia,South Australia,AU-SA,17.12,57.34,95.46,95.46,opennem.org.au,false,
2023-01-19 02:00:00,Australia,South Australia,AU-SA,16.89,58.02,95.75,95.75,opennem.org.au,false,
2023-01-19 03:00:00,Australia,South Australia,AU-SA,16.04,58.27,95.72,95.72,opennem.org.au,false,
2023-01-19 04:00:00,Australia,South Australia,AU-SA,15.35,56.88,95.88,95.88,opennem.org.au,false,
2023-01-19 05:00:00,Australia,South Australia,AU-SA,15.58,55.26,95.82,95.82,opennem.org.au,false,
2023-01-19 06:00:00,Australia,South Australia,AU-SA,15.57,53.37,95.83,95.83,opennem.org.au,false,
2023-01-19 07:00:00,Australia,South Australia,AU-SA,19.48,54.24,94.8,94.8,opennem.org.au,false,
2023-01-19 08:00:00,Australia,South Australia,AU-SA,22.48,53.87,94.18,94.18,opennem.org.au,false,
2023-01-19 09:00:00,Australia,South Australia,AU-SA,38.39,63.96,91.55,91.55,opennem.org.au,false,
2023-01-19 10:00:00,Australia,South Australia,AU-SA,37.65,60.01,91.68,91.68,opennem.org.au,false,
2023-01-19 11:00:00,Australia,South Australia,AU-SA,23.9,43.15,93.65,93.65,opennem.org.au,false,
2023-01-19 12:00:00,Australia,South Australia,AU-SA,24.09,43.34,93.59,93.59,opennem.org.au,false,
2023-01-19 13:00:00,Australia,South Australia,AU-SA,24.58,43.77,93.65,93.65,opennem.org.au,false,
2023-01-19 14:00:00,Australia,South Australia,AU-SA,26.17,46.17,93.25,93.25,opennem.org.au,false,
